측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20110101,강남구,0.052,0.004,0.7,0.007,66,
20110101,강남대로,0.075,0.003,1.4,0.008,70,
20110101,강동구,0.036,0.007,0.9,0.007,56,
20110101,강변북로,0.05,0.005,0.9,0.006,67,
20110101,강북구,0.043,0.006,0.9,0.007,50,
20110101,강서구,0.043,0.009,0.8,0.01,65,
20110101,공항대로,0.033,0.011,0.9,0.008,78,
20110101,관악구,0.042,0.008,0.9,0.007,65,
20110101,광진구,0.039,0.008,1,0.007,61,
20110101,구로구,0.04,0.011,0.9,0.007,61,
20110101,금천구,0.044,0.009,0.8,0.009,50,
20110101,노원구,0.041,0.01,0.8,0.007,47,
20110101,도봉구,0.033,0.011,0.9,0.007,64,
20110101,도산대로,0.042,0.006,0.9,0.008,66,
20110101,동대문구,0.042,0.008,1,0.008,64,
20110101,동작구,0.052,0.008,0.8,0.007,54,
20110101,동작대로,0.049,0.005,0.8,0.007,70,
20110101,마포구,0.043,0.006,0.9,0.007,67,
20110101,서대문구,0.045,0.012,0.8,0.007,41,
20110101,서초구,0.035,0.006,0.7,0.007,61,
20110101,성동구,0.035,0.013,0.8,0.006,61,
20110101,성북구,0.043,0.006,1,0.006,55,
20110101,송파구,0.04,0.008,1,0.008,62,
20110101,신촌로,0.054,0.007,1.2,0.009,65,
20110101,양천구,0.039,0.009,0.8,0.007,55,
20110101,영등포구,0.039,0.009,0.8,0.008,63,
20110101,영등포로,0.051,0.007,1.1,0.008,67,
20110101,용산구,0.042,0.007,1,0.006,61,
20110101,은평구,0.031,0.013,0.8,0.008,58,
20110101,정릉로,0.042,0.008,0.9,0.007,63,
20110101,종로,0.042,0.01,0.7,0.007,60,
20110101,종로구,0.039,0.008,0.5,0.007,50,
20110101,중구,0.026,0.009,1,0.008,57,
20110101,중랑구,0.03,0.008,0.8,0.008,63,
20110101,천호대로,0.05,0.005,1.1,0.01,60,
20110101,청계천로,0.046,0.009,0.7,0.009,59,
20110101,한강대로,0.056,0.007,1.1,0.009,48,
20110101,홍릉로,0.049,0.005,1.1,0.011,64,
20110101,홍지문,0.045,0.006,0.9,0.01,56,
20110101,화랑로,0.056,0.004,1.1,0.006,73,
20110102,강남구,0.059,0.006,0.9,0.006,68,
