측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20140101,강남구,0.031,0.016,0.5,0.01,117,29
20140101,강남대로,0.052,0.009,0.7,0.009,119,32
20140101,강동구,0.042,0.011,0.7,0.01,118,26
20140101,강변북로,0.046,0.007,0.7,0.007,123,39
20140101,강북구,0.027,0.017,0.4,0.01,117,21
20140101,강서구,0.035,0.015,0.7,0.012,116,21
20140101,공항대로,0.032,0.012,0.7,0.011,120,25
20140101,관악구,0.029,0.014,0.7,0.01,124,26
20140101,광진구,0.031,0.012,0.8,0.007,132,27
20140101,구로구,0.035,0.012,0.7,0.011,123,23
20140101,금천구,0.026,0.013,0.6,0.009,113,22
20140101,노원구,0.035,0.01,0.7,0.012,109,28
20140101,도봉구,0.024,0.026,0.6,0.01,119,22
20140101,도산대로,0.033,0.01,0.9,0.009,111,24
20140101,동대문구,0.034,0.012,0.8,0.01,116,26
20140101,동작구,0.031,0.014,0.5,0.009,108,23
20140101,동작대로,0.053,0.006,0.8,0.009,121,23
20140101,마포구,0.022,0.013,0.7,0.009,121,23
20140101,서대문구,0.038,0.01,0.7,0.01,114,22
20140101,서초구,0.025,0.016,0.5,0.009,114,22
20140101,성동구,0.032,0.009,0.4,0.007,116,22
20140101,성북구,0.041,0.014,0.7,0.01,107,22
20140101,송파구,0.03,0.014,0.7,0.008,117,27
20140101,신촌로,0.042,0.007,1.1,0.011,142,30
20140101,양천구,0.034,0.011,0.7,0.011,119,24
20140101,영등포구,0.023,0.014,0.6,0.013,118,53
20140101,영등포로,,0.004,0.8,0.012,134,28
20140101,용산구,0.033,0.01,0.5,0.008,119,26
20140101,은평구,0.042,0.011,0.6,0.009,119,28
20140101,정릉로,0.035,0.014,0.7,0.01,115,23
20140101,종로,0.04,0.009,0.6,0.008,113,28
20140101,종로구,0.036,0.007,0.4,0.007,112,21
20140101,중구,0.036,0.012,0.6,0.011,117,27
20140101,중랑구,0.032,0.01,0.6,0.008,112,25
20140101,천호대로,0.045,0.008,0.6,0.009,96,24
20140101,청계천로,0.042,0.01,0.5,0.009,108,29
20140101,한강대로,0.046,0.004,0.9,0.009,120,30
20140101,홍릉로,0.045,0.008,0.9,0.015,103,41
20140101,홍지문,0.04,0.008,0.6,0.011,106,32
20140101,화랑로,0.047,0.008,0.9,0.01,122,35
20140102,강남구,0.041,0.01,0.5,0.008,54,23
20140102,강남대로,0.077,0.006,1,0.009,71,28
20140102,강동구,0.048,0.008,0.8,0.007,56,21
20140102,강변북로,0.056,0.005,0.6,0.006,67,30
20140102,강북구,0.035,0.012,0.5,0.007,48,16
20140102,강서구,0.041,0.011,0.7,0.009,55,17
20140102,공항대로,0.043,0.007,0.8,0.008,77,29
20140102,관악구,0.034,0.01,0.8,0.008,56,23
20140102,광진구,0.035,0.01,0.7,0.005,57,22
20140102,구로구,0.04,0.009,0.7,0.01,56,20
20140102,금천구,0.034,0.008,0.7,0.008,52,19
20140102,노원구,0.04,0.007,0.8,0.01,43,20
20140102,도봉구,0.031,0.018,0.6,0.008,43,16
20140102,도산대로,0.043,0.006,1.1,0.008,54,20
20140102,동대문구,0.037,0.011,0.8,0.008,51,20
