측정일시    ,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
19870511,서초구 ,0.045       ,0.02     ,3.2         ,0.018     ,         ,
19870511,성동구 ,0.025       ,0.031    ,2           ,0.029     ,         ,
19870511,송파구 ,0.025       ,0.026    ,0.8         ,          ,         ,
19870511,용산구 ,0.037       ,0.017    ,1.2         ,          ,         ,
19870512,광진구 ,0.035       ,0.008    ,1.4         ,0.031     ,         ,
19870512,구로구 ,0.02        ,0.013    ,2.8         ,0.054     ,         ,
19870512,도봉구 ,0.037       ,0.016    ,3.2         ,0.024     ,         ,
19870512,서대문구,0.056       ,         ,3           ,0.037     ,         ,
19870512,서초구 ,0.05        ,0.009    ,3.6         ,          ,         ,
19870512,성동구 ,0.033       ,0.037    ,2.6         ,0.053     ,         ,
19870512,송파구 ,0.044       ,0.018    ,1.5         ,          ,         ,
19870512,용산구 ,0.047       ,0.014    ,2.5         ,0.014     ,         ,
19870513,광진구 ,0.038       ,0.002    ,1.5         ,0.039     ,         ,
19870513,구로구 ,0.021       ,0.006    ,1.7         ,0.043     ,         ,
19870513,도봉구 ,0.052       ,0.004    ,2.5         ,0.026     ,         ,
19870513,서대문구,0.055       ,         ,3.3         ,0.051     ,         ,
19870513,서초구 ,0.052       ,0.003    ,3           ,          ,         ,
19870513,성동구 ,0.035       ,0.006    ,3           ,0.084     ,         ,
19870513,송파구 ,0.04        ,0.009    ,1.1         ,          ,         ,
19870513,용산구 ,0.053       ,0.003    ,2.4         ,0.013     ,         ,
19870514,광진구 ,0.033       ,0.011    ,1.3         ,0.024     ,         ,
19870514,구로구 ,0.021       ,0.016    ,2.4         ,0.057     ,         ,
19870514,도봉구 ,0.044       ,0.019    ,2.2         ,0.034     ,         ,
19870514,서대문구,0.07        ,         ,4.5         ,0.06      ,         ,
19870514,서초구 ,0.049       ,0.015    ,2.4         ,          ,         ,
19870514,성동구 ,0.038       ,0.042    ,2.6         ,0.077     ,         ,
19870514,송파구 ,0.031       ,0.022    ,0.8         ,          ,         ,
19870514,용산구 ,0.042       ,0.018    ,2.4         ,0.025     ,         ,
19870515,광진구 ,0.039       ,0.011    ,1.1         ,0.023     ,         ,
19870515,구로구 ,0.024       ,0.022    ,1.6         ,0.037     ,         ,
19870515,도봉구 ,0.046       ,0.017    ,1.7         ,0.053     ,         ,
19870515,서대문구,0.078       ,         ,2.7         ,0.017     ,         ,
19870515,서초구 ,0.06        ,0.016    ,2.3         ,0.04      ,         ,
19870515,성동구 ,0.046       ,0.044    ,2.1         ,0.081     ,         ,
19870515,송파구 ,0.045       ,0.027    ,0.9         ,          ,         ,
19870515,용산구 ,0.036       ,0.024    ,2           ,0.045     ,         ,
19870516,광진구 ,0.032       ,0.012    ,1           ,0.016     ,         ,
19870516,구로구 ,0.021       ,0.02     ,2.2         ,0.037     ,         ,
19870516,도봉구 ,0.037       ,0.021    ,1.7         ,0.041     ,         ,
19870516,서대문구,0.067       ,         ,2.9         ,0.05      ,         ,
19870516,서초구 ,0.045       ,0.02     ,2.2         ,0.033     ,         ,
19870516,성동구 ,0.035       ,0.075    ,1.5         ,0.037     ,         ,
19870516,송파구 ,0.032       ,0.029    ,1.1         ,          ,         ,
19870516,용산구 ,0.03        ,0.023    ,1.9         ,0.048     ,         ,
19870517,광진구 ,0.02        ,0.018    ,0.5         ,0.005     ,         ,
19870517,구로구 ,0.011       ,0.018    ,0.9         ,0.011     ,         ,
19870517,도봉구 ,0.019       ,0.024    ,0.9         ,0.021     ,         ,
19870517,서대문구,0.042       ,         ,1.6         ,0.018     ,         ,
19870517,서초구 ,0.024       ,0.028    ,1.4         ,          ,         ,
19870517,성동구 ,0.023       ,0.063    ,1.5         ,0.028     ,         ,
19870517,송파구 ,0.014       ,0.038    ,0.5         ,          ,         ,
19870517,용산구 ,0.017       ,0.036    ,0.9         ,0.017     ,         ,
19870518,광진구 ,            ,         ,            ,          ,         ,
19870518,구로구 ,0.02        ,0.027    ,1.2         ,0.019     ,         ,
19870518,도봉구 ,0.031       ,0.015    ,2.2         ,0.048     ,         ,
19870518,서대문구,0.064       ,         ,3.2         ,0.034     ,         ,
19870518,서초구 ,0.041       ,0.016    ,1.7         ,          ,         ,
19870518,성동구 ,0.038       ,0.036    ,2.3         ,0.054     ,         ,
19870518,송파구 ,0.03        ,0.028    ,1           ,          ,         ,
19870518,용산구 ,0.028       ,0.017    ,1.6         ,0.035     ,         ,
19870519,광진구 ,0.039       ,0.016    ,1           ,0.014     ,         ,
19870519,구로구 ,0.026       ,0.018    ,2.9         ,0.036     ,         ,
19870519,도봉구 ,0.031       ,0.02     ,2.8         ,0.057     ,         ,
19870519,서대문구,0.07        ,         ,4.4         ,0.045     ,         ,
19870519,서초구 ,0.056       ,0.012    ,2.8         ,          ,         ,
19870519,성동구 ,0.044       ,0.045    ,2.9         ,0.071     ,         ,
19870519,송파구 ,0.04        ,0.024    ,1.3         ,          ,         ,
19870519,용산구 ,0.035       ,0.024    ,2.5         ,0.045     ,         ,
19870520,광진구 ,0.041       ,0.011    ,1.3         ,0.025     ,         ,
19870520,구로구 ,0.026       ,0.017    ,2.4         ,0.03      ,         ,
19870520,도봉구 ,0.042       ,0.023    ,1.7         ,0.046     ,         ,
19870520,서대문구,0.086       ,         ,4.2         ,0.045     ,         ,
19870520,서초구 ,0.063       ,0.014    ,3.1         ,          ,         ,
19870520,성동구 ,0.051       ,0.091    ,2           ,0.059     ,         ,
19870520,송파구 ,0.049       ,0.027    ,1.3         ,          ,         ,
19870520,용산구 ,0.039       ,0.025    ,2.6         ,0.064     ,         ,
19870521,광진구 ,0.042       ,0.014    ,1.3         ,0.032     ,         ,
19870521,구로구 ,0.022       ,0.019    ,2.3         ,0.022     ,         ,
19870521,도봉구 ,0.049       ,0.023    ,1.4         ,0.04      ,         ,
19870521,서대문구,0.073       ,         ,3.2         ,0.045     ,         ,
19870521,서초구 ,0.067       ,0.014    ,2.9         ,          ,         ,
19870521,성동구 ,0.047       ,0.003    ,2.9         ,0.069     ,         ,
19870521,송파구 ,0.044       ,0.031    ,1.2         ,          ,         ,
19870521,용산구 ,0.039       ,0.027    ,2.2         ,0.052     ,         ,
19870522,광진구 ,0.03        ,0.005    ,0.8         ,0.017     ,         ,
19870522,구로구 ,0.023       ,0.002    ,1.9         ,0.027     ,         ,
19870522,도봉구 ,0.032       ,0.004    ,1.2         ,0.026     ,         ,
19870522,서대문구,0.057       ,         ,2.6         ,0.02      ,         ,
19870522,서초구 ,0.052       ,0.001    ,2.7         ,          ,         ,
19870522,성동구 ,0.026       ,         ,2.3         ,0.035     ,         ,
19870522,송파구 ,0.032       ,0.012    ,1           ,          ,         ,
19870522,용산구 ,0.024       ,0.006    ,1.7         ,0.03      ,         ,
19870523,광진구 ,0.026       ,0.008    ,0.9         ,          ,         ,
19870523,구로구 ,0.017       ,0.013    ,1.2         ,0.016     ,         ,
19870523,도봉구 ,0.015       ,0.018    ,0.8         ,0.011     ,         ,
19870523,서대문구,0.047       ,         ,2           ,0.015     ,         ,
19870523,서초구 ,0.044       ,0.007    ,2.3         ,0.023     ,         ,
19870523,성동구 ,0.03        ,         ,2.5         ,0.031     ,         ,
19870523,송파구 ,0.033       ,0.021    ,0.9         ,          ,         ,
19870523,용산구 ,0.025       ,0.013    ,1.5         ,0.022     ,         ,
19870524,광진구 ,0.028       ,0.007    ,1           ,          ,         ,
19870524,구로구 ,0.017       ,0.016    ,1.3         ,0.024     ,         ,
19870524,도봉구 ,0.027       ,0.014    ,1.2         ,0.014     ,         ,
19870524,서대문구,0.06        ,         ,2.2         ,0.027     ,         ,
19870524,서초구 ,0.048       ,0.008    ,2.8         ,0.026     ,         ,
19870524,성동구 ,0.027       ,         ,2.2         ,0.04      ,         ,
19870524,송파구 ,0.033       ,0.021    ,1           ,          ,         ,
19870524,용산구 ,0.028       ,0.023    ,1.6         ,0.022     ,         ,
19870525,광진구 ,0.032       ,0.001    ,1.2         ,          ,         ,
19870525,구로구 ,0.022       ,0.003    ,1.8         ,0.03      ,         ,
19870525,도봉구 ,0.03        ,0.004    ,1.3         ,0.009     ,         ,
19870525,서대문구,0.066       ,         ,3           ,0.028     ,         ,
19870525,서초구 ,0.046       ,0.001    ,3.3         ,0.025     ,         ,
19870525,성동구 ,0.027       ,         ,2.7         ,0.035     ,         ,
19870525,송파구 ,0.038       ,0.006    ,1.1         ,          ,         ,
19870525,용산구 ,0.028       ,0.001    ,2.1         ,0.027     ,         ,
19870526,광진구 ,0.029       ,0.01     ,1.1         ,          ,         ,
19870526,구로구 ,0.025       ,0.018    ,1.2         ,0.025     ,         ,
19870526,도봉구 ,0.017       ,0.027    ,0.7         ,0.009     ,         ,
19870526,서대문구,0.058       ,         ,1.8         ,0.017     ,         ,
19870526,서초구 ,0.042       ,0.015    ,2.2         ,0.02      ,         ,
19870526,성동구 ,0.029       ,         ,2.3         ,0.041     ,         ,
19870526,송파구 ,0.035       ,0.029    ,1           ,          ,         ,
19870526,용산구 ,0.032       ,0.024    ,1.8         ,0.023     ,         ,
19870527,광진구 ,0.029       ,0.01     ,0.9         ,          ,         ,
19870527,구로구 ,0.03        ,0.025    ,1           ,0.017     ,         ,
19870527,도봉구 ,0.026       ,0.028    ,0.4         ,0.009     ,         ,
19870527,서대문구,0.055       ,         ,1.5         ,0.013     ,         ,
19870527,서초구 ,0.048       ,0.014    ,1.8         ,0.02      ,         ,
19870527,성동구 ,0.034       ,         ,1.5         ,0.031     ,         ,
19870527,송파구 ,0.015       ,0.031    ,0.8         ,          ,         ,
19870527,용산구 ,0.031       ,0.032    ,1.2         ,0.02      ,         ,
19870528,광진구 ,0.035       ,0.009    ,0.8         ,          ,         ,
19870528,구로구 ,0.046       ,0.017    ,1.7         ,0.032     ,         ,
19870528,도봉구 ,0.035       ,0.022    ,0.7         ,0.017     ,         ,
19870528,서대문구,0.089       ,         ,2.7         ,0.024     ,         ,
19870528,서초구 ,0.055       ,0.012    ,2.3         ,0.031     ,         ,
19870528,성동구 ,0.045       ,         ,1.4         ,0.027     ,         ,
19870528,송파구 ,0.012       ,0.022    ,1.2         ,          ,         ,
19870528,용산구 ,0.043       ,0.02     ,1.7         ,0.035     ,         ,
19870529,광진구 ,0.038       ,0.007    ,0.9         ,          ,         ,
19870529,구로구 ,0.04        ,0.018    ,1.1         ,0.022     ,         ,
19870529,도봉구 ,0.039       ,0.016    ,1.1         ,0.03      ,         ,
19870529,서대문구,0.083       ,         ,2.2         ,0.02      ,         ,
19870529,서초구 ,0.054       ,0.012    ,2.5         ,0.038     ,         ,
19870529,성동구 ,0.045       ,         ,1.9         ,0.037     ,         ,
19870529,송파구 ,0.026       ,0.022    ,0.9         ,          ,         ,
19870529,용산구 ,0.046       ,0.012    ,1.9         ,0.044     ,         ,
19870530,광진구 ,0.04        ,0.009    ,0.9         ,          ,         ,
19870530,구로구 ,0.043       ,0.02     ,1.3         ,0.02      ,         ,
19870530,도봉구 ,0.038       ,0.022    ,0.7         ,0.027     ,         ,
19870530,서대문구,0.083       ,         ,2.5         ,0.025     ,         ,
19870530,서초구 ,0.062       ,0.013    ,1.9         ,0.029     ,         ,
19870530,성동구 ,0.044       ,         ,2.1         ,0.042     ,         ,
19870530,송파구 ,0.049       ,0.024    ,1           ,          ,         ,
19870530,용산구 ,0.045       ,0.022    ,1.6         ,0.038     ,         ,
19870531,광진구 ,0.042       ,0.016    ,1           ,          ,         ,
19870531,구로구 ,0.057       ,0.026    ,2           ,0.023     ,         ,
19870531,도봉구 ,0.041       ,0.036    ,0.6         ,0.024     ,         ,
19870531,서대문구,0.09        ,         ,2.6         ,0.028     ,         ,
19870531,서초구 ,0.063       ,0.025    ,2.5         ,0.033     ,         ,
19870531,성동구 ,0.043       ,         ,2.1         ,0.043     ,         ,
19870531,송파구 ,0.053       ,0.038    ,1.3         ,          ,         ,
19870531,용산구 ,0.036       ,0.028    ,2           ,0.053     ,         ,
19870601,광진구 ,0.037       ,0.012    ,0.7         ,0.012     ,         ,
19870601,구로구 ,0.046       ,0.019    ,2           ,0.022     ,         ,
19870601,도봉구 ,0.046       ,0.02     ,0.6         ,0.015     ,         ,
19870601,서대문구,0.084       ,         ,2.5         ,0.022     ,         ,
19870601,서초구 ,0.056       ,0.016    ,2.4         ,0.026     ,         ,
19870601,성동구 ,0.037       ,         ,2           ,0.033     ,         ,
19870601,송파구 ,0.037       ,0.035    ,0.8         ,          ,         ,
19870601,용산구 ,0.034       ,0.054    ,0.9         ,0.022     ,         ,
19870602,광진구 ,0.025       ,0.008    ,0.5         ,0.005     ,         ,
19870602,구로구 ,0.022       ,0.018    ,            ,          ,         ,
19870602,도봉구 ,0.026       ,0.006    ,0.7         ,0.006     ,         ,
19870602,서대문구,0.056       ,         ,1.7         ,0.007     ,         ,
19870602,서초구 ,0.034       ,0.017    ,2.1         ,0.01      ,         ,
19870602,성동구 ,0.017       ,         ,1.7         ,0.02      ,         ,
19870602,송파구 ,0.015       ,0.038    ,0.4         ,          ,         ,
19870602,용산구 ,0.027       ,0.021    ,1           ,0.011     ,         ,
19870603,광진구 ,0.031       ,0.01     ,0.7         ,0.011     ,         ,
19870603,구로구 ,0.023       ,0.024    ,            ,0.022     ,         ,
19870603,도봉구 ,0.015       ,0.007    ,0.4         ,0.004     ,         ,
19870603,서대문구,0.061       ,         ,1.6         ,0.01      ,         ,
19870603,서초구 ,0.027       ,0.025    ,2           ,0.012     ,         ,
19870603,성동구 ,0.023       ,         ,1.7         ,0.024     ,         ,
19870603,송파구 ,0.019       ,0.04     ,0.5         ,          ,         ,
19870603,용산구 ,0.03        ,0.026    ,1.1         ,0.012     ,         ,
19870604,광진구 ,0.032       ,0.01     ,0.7         ,0.01      ,         ,
19870604,구로구 ,0.033       ,0.017    ,            ,0.021     ,         ,
19870604,도봉구 ,0.03        ,0.014    ,0.8         ,0.014     ,         ,
19870604,서대문구,0.073       ,         ,2.4         ,0.018     ,         ,
19870604,서초구 ,0.043       ,0.015    ,2.7         ,0.02      ,         ,
19870604,성동구 ,0.028       ,         ,2.1         ,0.027     ,         ,
19870604,송파구 ,0.026       ,0.03     ,0.8         ,          ,         ,
19870604,용산구 ,0.043       ,0.015    ,1.6         ,0.022     ,         ,
19870605,광진구 ,0.03        ,0.008    ,0.6         ,0.005     ,         ,
19870605,구로구 ,0.026       ,0.012    ,            ,0.013     ,         ,
19870605,도봉구 ,0.026       ,0.011    ,0.6         ,0.007     ,         ,
19870605,서대문구,0.055       ,         ,1.5         ,0.012     ,         ,
19870605,서초구 ,0.038       ,0.007    ,2.5         ,0.016     ,         ,
19870605,성동구 ,0.018       ,         ,2           ,0.016     ,         ,
19870605,송파구 ,0.034       ,0.019    ,0.7         ,          ,         ,
19870605,용산구 ,0.034       ,0.013    ,1.1         ,0.013     ,         ,
19870606,광진구 ,0.024       ,0.005    ,0.4         ,0.004     ,         ,
19870606,구로구 ,0.021       ,0.011    ,            ,          ,         ,
19870606,도봉구 ,0.025       ,0.008    ,0.2         ,0.005     ,         ,
19870606,서대문구,0.052       ,         ,1.2         ,0.013     ,         ,
19870606,서초구 ,0.025       ,0.008    ,2           ,0.01      ,         ,
19870606,성동구 ,0.014       ,         ,1.6         ,0.021     ,         ,
19870606,송파구 ,0.021       ,0.012    ,0.4         ,          ,         ,
19870606,용산구 ,0.022       ,0.007    ,0.7         ,0.008     ,         ,
19870607,광진구 ,0.021       ,0.009    ,0.3         ,0.002     ,         ,
19870607,구로구 ,0.022       ,0.019    ,            ,0.007     ,         ,
19870607,도봉구 ,            ,0.009    ,0.2         ,0.004     ,         ,
19870607,서대문구,0.054       ,         ,1.2         ,0.008     ,         ,
19870607,서초구 ,0.027       ,0.012    ,1.8         ,0.014     ,         ,
19870607,성동구 ,0.016       ,         ,1.2         ,0.012     ,         ,
19870607,송파구 ,0.02        ,0.021    ,0.3         ,          ,         ,
19870607,용산구 ,0.019       ,0.02     ,0.7         ,0.012     ,         ,
19870608,광진구 ,0.023       ,0.01     ,0.4         ,0.005     ,         ,
19870608,구로구 ,0.04        ,0.013    ,3.1         ,0.037     ,         ,
19870608,도봉구 ,0.04        ,0.014    ,0.3         ,0.009     ,         ,
19870608,서대문구,0.058       ,         ,1.4         ,0.014     ,         ,
19870608,서초구 ,0.037       ,0.01     ,1.9         ,0.027     ,         ,
19870608,성동구 ,0.025       ,         ,1.7         ,0.026     ,         ,
19870608,송파구 ,0.021       ,0.029    ,0.5         ,          ,         ,
19870608,용산구 ,0.03        ,0.018    ,1.2         ,0.03      ,         ,
19870609,광진구 ,0.038       ,0.008    ,0.6         ,0.007     ,         ,
19870609,구로구 ,0.043       ,0.021    ,1.3         ,0.034     ,         ,
19870609,도봉구 ,0.035       ,0.016    ,0.6         ,0.015     ,         ,
19870609,서대문구,0.073       ,         ,2.5         ,0.026     ,         ,
19870609,서초구 ,0.046       ,0.012    ,2.1         ,0.022     ,         ,
19870609,성동구 ,0.045       ,         ,1.7         ,0.028     ,         ,
19870609,송파구 ,0.042       ,0.022    ,0.8         ,          ,         ,
19870609,용산구 ,0.044       ,0.016    ,1.4         ,0.047     ,         ,
19870610,광진구 ,0.044       ,0.009    ,0.9         ,0.01      ,         ,
19870610,구로구 ,0.048       ,0.021    ,0.8         ,0.038     ,         ,
19870610,도봉구 ,0.045       ,0.021    ,0.3         ,0.011     ,         ,
19870610,서대문구,0.083       ,         ,2.5         ,0.025     ,         ,
19870610,서초구 ,0.062       ,0.014    ,2.4         ,0.036     ,         ,
19870610,성동구 ,0.052       ,         ,1.8         ,0.033     ,         ,
19870610,송파구 ,0.056       ,0.024    ,0.9         ,          ,         ,
19870610,용산구 ,0.053       ,0.02     ,1.5         ,0.031     ,         ,
19870611,광진구 ,0.041       ,0.016    ,0.7         ,0.007     ,         ,
19870611,구로구 ,0.054       ,0.028    ,0.8         ,0.034     ,         ,
19870611,도봉구 ,0.051       ,0.029    ,0.3         ,0.007     ,         ,
19870611,서대문구,0.098       ,         ,2.1         ,0.029     ,         ,
19870611,서초구 ,0.066       ,0.02     ,2.1         ,0.028     ,         ,
19870611,성동구 ,0.046       ,         ,1.6         ,0.035     ,         ,
19870611,송파구 ,0.051       ,0.042    ,0.7         ,          ,         ,
19870611,용산구 ,0.062       ,0.023    ,1.4         ,0.035     ,         ,
19870612,광진구 ,0.047       ,0.006    ,0.9         ,0.007     ,         ,
19870612,구로구 ,0.045       ,0.016    ,0.8         ,0.026     ,         ,
19870612,도봉구 ,0.064       ,0.014    ,0.3         ,0.011     ,         ,
19870612,서대문구,0.083       ,         ,2.2         ,0.025     ,         ,
19870612,서초구 ,0.06        ,0.011    ,2.1         ,0.027     ,         ,
19870612,성동구 ,0.051       ,         ,1.8         ,0.038     ,         ,
19870612,송파구 ,0.059       ,0.015    ,0.9         ,          ,         ,
19870612,용산구 ,0.06        ,0.015    ,1.4         ,0.04      ,         ,
19870613,광진구 ,0.036       ,0.012    ,0.6         ,0.006     ,         ,
19870613,구로구 ,0.035       ,0.027    ,0.7         ,0.019     ,         ,
19870613,도봉구 ,0.046       ,0.019    ,0.3         ,0.011     ,         ,
19870613,서대문구,0.055       ,         ,1.5         ,0.021     ,         ,
19870613,서초구 ,0.055       ,0.013    ,1.7         ,0.016     ,         ,
19870613,성동구 ,0.04        ,         ,1.6         ,0.029     ,         ,
19870613,송파구 ,0.045       ,0.03     ,0.6         ,          ,         ,
19870613,용산구 ,0.056       ,0.023    ,1.2         ,0.03      ,         ,
19870614,광진구 ,0.024       ,0.009    ,0.4         ,0.003     ,         ,
19870614,구로구 ,0.034       ,0.016    ,0.7         ,0.016     ,         ,
19870614,도봉구 ,0.037       ,0.017    ,0.1         ,0.003     ,         ,
19870614,서대문구,0.034       ,         ,0.8         ,0.01      ,         ,
19870614,서초구 ,0.042       ,0.011    ,1.8         ,0.013     ,         ,
19870614,성동구 ,0.024       ,         ,1.3         ,0.017     ,         ,
19870614,송파구 ,0.028       ,0.025    ,0.5         ,          ,         ,
19870614,용산구 ,0.032       ,0.028    ,0.8         ,0.021     ,         ,
19870615,광진구 ,0.021       ,0.014    ,0.4         ,0.002     ,         ,
19870615,구로구 ,0.034       ,0.03     ,0.5         ,0.012     ,         ,
19870615,도봉구 ,0.033       ,0.024    ,0.1         ,0.002     ,         ,
19870615,서대문구,0.051       ,         ,1.3         ,0.012     ,         ,
19870615,서초구 ,0.038       ,0.023    ,1.6         ,0.008     ,         ,
19870615,성동구 ,0.023       ,         ,1.3         ,0.013     ,         ,
19870615,송파구 ,0.021       ,0.037    ,0.4         ,          ,         ,
19870615,용산구 ,0.027       ,0.043    ,0.7         ,0.018     ,         ,
19870616,광진구 ,0.033       ,0.012    ,0.6         ,0.004     ,         ,
19870616,구로구 ,0.043       ,0.017    ,0.8         ,0.022     ,         ,
19870616,도봉구 ,0.034       ,0.021    ,            ,0.007     ,         ,
19870616,서대문구,0.072       ,         ,2.1         ,0.026     ,         ,
19870616,서초구 ,0.052       ,0.013    ,2.4         ,0.016     ,         ,
19870616,성동구 ,0.032       ,         ,2           ,0.022     ,         ,
19870616,송파구 ,0.041       ,0.026    ,0.8         ,          ,         ,
19870616,용산구 ,0.054       ,0.021    ,1.5         ,0.027     ,         ,
19870617,광진구 ,0.036       ,0.01     ,0.8         ,0.005     ,         ,
19870617,구로구 ,0.045       ,0.004    ,0.8         ,0.038     ,         ,
19870617,도봉구 ,0.041       ,0.022    ,            ,0.012     ,         ,
19870617,서대문구,0.066       ,         ,1.9         ,0.021     ,         ,
19870617,서초구 ,0.063       ,0.013    ,2.4         ,0.024     ,         ,
19870617,성동구 ,0.038       ,         ,1.8         ,0.033     ,         ,
19870617,송파구 ,0.048       ,0.032    ,0.7         ,          ,         ,
19870617,용산구 ,0.057       ,0.024    ,1.4         ,0.017     ,         ,
19870618,광진구 ,0.038       ,0.014    ,0.7         ,0.008     ,         ,
19870618,구로구 ,0.056       ,0.004    ,1.1         ,0.052     ,         ,
19870618,도봉구 ,0.033       ,0.023    ,            ,0.011     ,         ,
19870618,서대문구,0.061       ,         ,2.4         ,0.026     ,         ,
19870618,서초구 ,0.068       ,0.01     ,2.3         ,0.024     ,         ,
19870618,성동구 ,0.033       ,         ,1.7         ,0.029     ,         ,
19870618,송파구 ,0.054       ,0.033    ,0.9         ,          ,         ,
19870618,용산구 ,0.053       ,0.027    ,1.3         ,0.028     ,         ,
19870619,광진구 ,0.038       ,0.005    ,0.7         ,0.006     ,         ,
19870619,구로구 ,0.057       ,0.002    ,1.3         ,0.041     ,         ,
19870619,도봉구 ,            ,0.013    ,            ,0.009     ,         ,
19870619,서대문구,0.061       ,         ,2.6         ,0.027     ,         ,
19870619,서초구 ,0.065       ,0.004    ,2.5         ,0.021     ,         ,
19870619,성동구 ,0.05        ,         ,2.2         ,0.025     ,         ,
19870619,송파구 ,0.046       ,0.019    ,0.8         ,          ,         ,
19870619,용산구 ,0.041       ,0.011    ,1.6         ,0.031     ,         ,
19870620,광진구 ,0.034       ,0.005    ,0.7         ,0.004     ,         ,
19870620,구로구 ,0.035       ,0.003    ,0.9         ,0.02      ,         ,
19870620,도봉구 ,            ,0.012    ,            ,0.009     ,         ,
19870620,서대문구,0.052       ,         ,2.5         ,0.011     ,         ,
19870620,서초구 ,0.051       ,0.007    ,2.5         ,0.011     ,         ,
19870620,성동구 ,0.039       ,         ,2.1         ,0.019     ,         ,
19870620,송파구 ,0.034       ,0.02     ,0.7         ,          ,         ,
19870620,용산구 ,0.042       ,0.006    ,1.5         ,0.025     ,         ,
19870621,광진구 ,0.022       ,0.014    ,0.3         ,0.002     ,         ,
19870621,구로구 ,0.033       ,0.004    ,0.9         ,0.021     ,         ,
19870621,도봉구 ,            ,0.018    ,            ,0.006     ,         ,
19870621,서대문구,0.041       ,         ,1.1         ,0.01      ,         ,
19870621,서초구 ,0.039       ,0.018    ,1.9         ,0.013     ,         ,
19870621,성동구 ,0.027       ,         ,1.6         ,0.012     ,         ,
19870621,송파구 ,0.024       ,0.033    ,0.5         ,          ,         ,
19870621,용산구 ,0.029       ,0.038    ,0.8         ,0.021     ,         ,
19870622,광진구 ,0.036       ,0.011    ,0.5         ,0.006     ,         ,
19870622,구로구 ,0.049       ,0.014    ,            ,0.041     ,         ,
19870622,도봉구 ,            ,0.022    ,            ,0.012     ,         ,
19870622,서대문구,0.062       ,         ,2.4         ,0.022     ,         ,
19870622,서초구 ,0.051       ,0.015    ,2.3         ,0.022     ,         ,
19870622,성동구 ,0.043       ,         ,1.7         ,0.025     ,         ,
19870622,송파구 ,0.045       ,0.028    ,0.7         ,          ,         ,
19870622,용산구 ,0.051       ,0.02     ,1.3         ,0.032     ,         ,
19870623,광진구 ,0.031       ,0.014    ,0.5         ,0.006     ,         ,
19870623,구로구 ,0.045       ,0.006    ,            ,0.037     ,         ,
19870623,도봉구 ,0.025       ,0.042    ,1.6         ,0.006     ,         ,
19870623,서대문구,0.058       ,         ,2.1         ,0.021     ,         ,
19870623,서초구 ,0.057       ,0.016    ,2.2         ,0.022     ,         ,
19870623,성동구 ,0.035       ,         ,1.6         ,0.027     ,         ,
19870623,송파구 ,0.043       ,0.034    ,0.7         ,          ,         ,
19870623,용산구 ,0.045       ,0.034    ,1.1         ,0.028     ,         ,
19870624,광진구 ,0.042       ,0.008    ,0.8         ,0.008     ,         ,
19870624,구로구 ,0.047       ,0.004    ,            ,0.036     ,         ,
19870624,도봉구 ,0.034       ,0.018    ,2           ,0.007     ,         ,
19870624,서대문구,0.056       ,         ,2           ,0.024     ,         ,
19870624,서초구 ,0.06        ,0.009    ,2.4         ,0.019     ,         ,
19870624,성동구 ,0.041       ,         ,2.2         ,0.031     ,         ,
19870624,송파구 ,0.063       ,0.023    ,0.9         ,          ,         ,
19870624,용산구 ,0.059       ,0.013    ,1.4         ,0.033     ,         ,
19870625,광진구 ,0.028       ,0.018    ,0.3         ,0.004     ,         ,
19870625,구로구 ,0.047       ,0.023    ,            ,0.03      ,         ,
19870625,도봉구 ,0.026       ,0.021    ,1.4         ,0.009     ,         ,
19870625,서대문구,0.046       ,         ,1.8         ,0.016     ,         ,
19870625,서초구 ,0.052       ,0.015    ,2.2         ,0.015     ,         ,
19870625,성동구 ,0.035       ,         ,1.9         ,0.014     ,         ,
19870625,송파구 ,0.032       ,0.037    ,0.6         ,          ,         ,
19870625,용산구 ,0.034       ,0.048    ,0.9         ,0.023     ,         ,
19870626,광진구 ,0.029       ,0.025    ,0.2         ,0.004     ,         ,
19870626,구로구 ,0.049       ,0.024    ,            ,0.036     ,         ,
19870626,도봉구 ,            ,         ,            ,          ,         ,
19870626,서대문구,0.057       ,         ,2           ,0.023     ,         ,
19870626,서초구 ,0.057       ,0.021    ,2.1         ,0.013     ,         ,
19870626,성동구 ,0.042       ,         ,1.5         ,0.011     ,         ,
19870626,송파구 ,0.043       ,0.038    ,0.7         ,          ,         ,
19870626,용산구 ,0.047       ,0.051    ,0.9         ,0.024     ,         ,
19870627,광진구 ,0.04        ,0.018    ,0.4         ,0.005     ,         ,
19870627,구로구 ,0.045       ,0.019    ,            ,0.049     ,         ,
19870627,도봉구 ,            ,         ,            ,          ,         ,
19870627,서대문구,0.071       ,         ,2.3         ,0.031     ,         ,
19870627,서초구 ,0.06        ,0.02     ,2.6         ,0.026     ,         ,
19870627,성동구 ,0.045       ,         ,1.8         ,0.024     ,         ,
19870627,송파구 ,0.053       ,0.038    ,0.8         ,          ,         ,
19870627,용산구 ,0.061       ,0.04     ,1.2         ,0.031     ,         ,
19870628,광진구 ,0.039       ,0.003    ,0.6         ,0.005     ,         ,
19870628,구로구 ,0.029       ,0.008    ,            ,0.029     ,         ,
19870628,도봉구 ,            ,         ,            ,          ,         ,
