"행정구역별(읍면동)",2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017
"행정구역별(읍면동)",총인구 (명),남자 (명),여자 (명),내국인-계 (명),내국인-남자 (명),내국인-여자 (명),외국인-계 (명),외국인-남자 (명),외국인-여자 (명),가구-계 (가구),일반가구 (가구),집단가구 (가구),외국인가구 (가구),주택-계 (호),단독주택 (호),아파트 (호),연립주택 (호),다세대주택 (호),비거주용 건물내 주택 (호),주택이외의 거처 (호)
"양양군",25556,12939,12617,25221,12752,12469,335,187,148,11472,11358,15,99,12405,7755,3521,487,227,415,430
"충청북도",1611009,818500,792509,1562772,788322,774450,48237,30178,18059,643006,629073,786,13147,581855,208789,327319,16124,20014,9609,17367
"읍부",320852,165384,155468,310014,158623,151391,10838,6761,4077,126079,122875,203,3001,118959,38247,67324,5145,6245,1998,4298
"면부",344064,179939,164125,323499,165361,158138,20565,14578,5987,147032,142213,357,4462,150502,108092,32779,2735,4780,2116,6934
"동부",946093,473177,472916,929259,464338,464921,16834,8839,7995,369895,363985,226,5684,312394,62450,227216,8244,8989,5495,6135
"충주시",212274,108092,104182,206078,104218,101860,6196,3874,2322,88079,86367,97,1615,81738,29758,42806,2785,4867,1522,1911
"제천시",136929,68951,67978,135087,67999,67088,1842,952,890,56583,56082,57,444,54173,20602,29458,1867,978,1268,1135
"청주시",842311,423088,419223,825950,414090,411860,16361,8998,7363,325632,319969,218,5445,271778,63485,192887,5353,6024,4029,7501
"상당구",166664,83201,83463,165326,82592,82734,1338,609,729,62691,62255,50,386,56210,17044,35102,1386,1741,937,959
"서원구",221147,109810,111337,217535,107951,109584,3612,1859,1753,84757,83596,53,1108,72242,14085,54635,1209,1177,1136,1545
"흥덕구",258308,130000,128308,251849,126467,125382,6459,3533,2926,102083,99566,52,2465,79379,17591,57556,1322,2005,905,3278
"청원구",196192,100077,96115,191240,97080,94160,4952,2997,1955,76101,74552,63,1486,63947,14765,45594,1436,1101,1051,1719
"보은군",32253,16018,16235,31680,15735,15945,573,283,290,14094,13945,22,127,14900,11660,2380,305,294,261,513
"옥천군",49898,24987,24911,48998,24457,24541,900,530,370,20248,19997,34,217,21248,13985,5261,516,1079,407,658
"영동군",49034,24410,24624,48335,24069,24266,699,341,358,21152,20912,73,167,20925,15217,3796,911,676,325,669
"진천군",79186,42564,36622,71417,37079,34338,7769,5485,2284,31219,29183,81,1955,32239,10865,16295,1601,3072,406,1320
"괴산군",38579,19826,18753,37592,19202,18390,987,624,363,16804,16590,39,175,16157,13936,1117,263,528,313,701
"음성군",104509,57136,47373,92765,48654,44111,11744,8482,3262,41518,38717,133,2668,41087,15904,21637,1047,1988,511,2276
"단양군",28411,14228,14183,28117,14079,14038,294,149,145,12470,12390,16,64,13247,9335,2292,1021,288,311,358
"증평군",37625,19200,18425,36753,18740,18013,872,460,412,15207,14921,16,270,14363,4042,9390,455,220,256,325
"충청남도",2162426,1108610,1053816,2077674,1056508,1021166,84752,52102,32650,859796,834986,1137,23673,805555,307083,426251,21552,39808,10861,28972
"읍부",507152,260932,246220,489753,250081,239672,17399,10851,6548,200484,195756,275,4453,197769,67390,105650,8775,12535,3419,6466
